split,city,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
train,Buenos Aires,480,path_loss,nlos,3.334800462111699,3.7201298222460437,-0.3853293601343446,2.2487181282914546,2.688037078827247,-0.4393189505357924,8565131
train,Buenos Aires,480,delay_spread,overall,38.764091487760226,42.09706938480747,-3.3329778970472432,13.569731526871706,13.394550531330493,0.17518099554121314,88180345
train,Buenos Aires,480,delay_spread,los,49.167359451687396,54.769918038357794,-5.602558586670398,26.460861267876815,27.013909863837977,-0.5530485959611617,38658177
train,Buenos Aires,480,delay_spread,nlos,28.08131393179597,28.528664842740895,-0.4473509109449232,3.5066103580777885,2.7629561653068646,0.7436541927709239,49522168
train,Buenos Aires,480,angular_spread,overall,13.173437956332943,15.846531486602066,-2.6730935302691226,5.990953653296235,6.198176796281414,-0.2072231429851792,88180345
train,Buenos Aires,480,angular_spread,los,17.747708118324347,22.062835213196816,-4.315127094872469,11.845906617237393,12.834670616696455,-0.9887639994590618,38658177
train,Buenos Aires,480,angular_spread,nlos,7.94523422935032,8.194742232192418,-0.24950800284209773,1.4204387443140247,1.0175726424338858,0.40286610188013894,49522168
train,Canberra,330,path_loss,overall,1.3690438218323633,1.7566452315773582,-0.3876014097449949,0.6956405697288792,1.1241096313164043,-0.42846906158752507,61707180
train,Canberra,330,path_loss,los,1.247915931426484,1.6665855994867549,-0.41866966806027084,0.63629630863933,1.0754185115637713,-0.4391222029244414,57902563
train,Canberra,330,path_loss,nlos,2.588148264505761,2.7888618742424036,-0.20071360973664243,1.5988023877052837,1.8651410243827533,-0.2663386366774696,3804617
train,Canberra,330,delay_spread,overall,13.56834899786378,14.235851936394791,-0.6675029385310118,3.63040447815776,3.1306492264877965,0.4997552516699635,74607905
train,Canberra,330,delay_spread,los,11.168155038307955,12.057734153107967,-0.8895791148000125,3.855234233111581,3.433977330346111,0.42125690276547,57902563
train,Canberra,330,delay_spread,nlos,19.745668399004735,20.029115049714886,-0.2834466507101503,2.8511197122382654,2.079280493132301,0.7718392191059644,16705342
train,Canberra,330,angular_spread,overall,10.58539513106318,13.048414142468753,-2.4630190114055726,4.17525911342982,4.257603670231057,-0.08234455680123709,74607905
train,Canberra,330,angular_spread,los,10.985427754586198,13.949567033190355,-2.964139278604158,4.8602548247060104,5.110004664822112,-0.24974984011610157,57902563
train,Canberra,330,angular_spread,nlos,9.063189638670584,9.270007192231594,-0.2068175535610095,1.8009882401631783,1.3030876092033663,0.49790063095981196,16705342
test,Carcassonne,110,path_loss,overall,1.3364911197055562,1.720314832384353,-0.38382371267879667,0.7306480688021968,1.1177971704210377,-0.38714910161884086,20534199
test,Carcassonne,110,path_loss,los,1.2891888737807498,1.6829226809414048,-0.3937338071606551,0.7066827098158455,1.0945942010337382,-0.3879114912178927,19625472
test,Carcassonne,110,path_loss,nlos,2.1138888814975236,2.3890904485415305,-0.2752015670440069,1.2482198360514944,1.6189041224590754,-0.370684286407581,908727
test,Carcassonne,110,delay_spread,overall,7.95357374515616,8.347965183035054,-0.39439143787889375,1.9745551357249518,1.7740513000231257,0.20050383570182606,24453315
test,Carcassonne,110,delay_spread,los,7.313806895740316,7.818099212822273,-0.5042923170819567,2.167508397616501,2.0162135340139846,0.1512948636025162,19625472
test,Carcassonne,110,delay_spread,nlos,10.147170420538409,10.222974290071168,-0.0758038695327592,1.190188507739462,0.7896473381940204,0.4005411695454416,4827843
test,Carcassonne,110,angular_spread,overall,9.616515980368353,12.038171628824337,-2.4216556484559835,3.4314204467587013,3.587870991047124,-0.15645054428842275,24453315
test,Carcassonne,110,angular_spread,los,10.108349523217742,12.926343099370202,-2.8179935761524604,4.001918759584483,4.274120515220921,-0.2722017556364378,19625472
test,Carcassonne,110,angular_spread,nlos,7.282911947781507,7.4016168438376555,-0.11870489605614853,1.1123103738370221,0.7982253572319581,0.31408501660506405,4827843
train,Chefchaouen,25,path_loss,overall,0.9925157477950938,1.394961274229875,-0.40244552643478115,0.4962429675955636,0.8992087719150308,-0.4029658043194672,5751589
