split,subexpert,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
val,dense|mid_ant,362,angular_spread,overall,13.200636676470614,16.32868925482189,-3.1280525783512747,5.887934624716112,6.303419702510533,-0.415485077794421,54520611
val,dense|mid_ant,362,angular_spread,los,17.379217994305098,22.15235857100966,-4.773140576704563,10.887585464605774,12.124628339710013,-1.2370428751042386,26391803
val,dense|mid_ant,362,angular_spread,nlos,7.373403112432334,7.507585045596445,-0.1341819331641103,1.1970213034337869,0.8416812827166537,0.3553400207171332,28128808
val,mixed|high_ant,383,path_loss,overall,1.4240283037945565,1.6973771548105991,-0.27334885101604267,0.829043099595328,1.1321183700054902,-0.30307527041016225,71258694
val,mixed|high_ant,383,path_loss,los,1.4052746343011475,1.6803225864874594,-0.27504795218631184,0.8178859666868705,1.1214771592747919,-0.30359119258792133,69778914
val,mixed|high_ant,383,path_loss,nlos,2.128353520331214,2.3658949838527956,-0.23754146352158179,1.3551569175310332,1.633904176770889,-0.2787472592398559,1479780
val,mixed|high_ant,383,delay_spread,overall,9.295963439190428,9.616475846342526,-0.3205124071520977,1.653463538324789,1.565242662472233,0.088220875852556,81642289
val,mixed|high_ant,383,delay_spread,los,8.021248976625865,8.424836861483412,-0.40358788485754715,1.808588383217117,1.7154581038621495,0.09313027935496754,69778914
val,mixed|high_ant,383,delay_spread,nlos,14.705591963606526,14.79626523896714,-0.0906732753606132,0.7410383727781769,0.681693946706261,0.05934442607191581,11863375
val,mixed|high_ant,383,angular_spread,overall,8.694115741217216,10.971841851820667,-2.277726110603451,2.958176087431463,3.044670593303444,-0.08649450587198126,81642289
val,mixed|high_ant,383,angular_spread,los,9.21128046427164,11.710718695645964,-2.4994382313743237,3.3923197481799443,3.5076061743234406,-0.11528642614349627,69778914
val,mixed|high_ant,383,angular_spread,nlos,4.595784568212362,4.669400066112246,-0.0736154978998842,0.4045964536641141,0.3217403832724734,0.08285607039164072,11863375
val,mixed|low_ant,357,path_loss,overall,1.9821943664146502,2.262652771199633,-0.28045840478498296,1.1741907278520582,1.4280887812648584,-0.25389805341280014,52966976
val,mixed|low_ant,357,path_loss,los,1.633643586070455,1.8976145693009567,-0.2639709832305017,0.9947363453176055,1.2213953270858395,-0.22665898176823407,45122960
val,mixed|low_ant,357,path_loss,nlos,3.3435056142266,3.7223271114454515,-0.3788214972188513,2.2065079488033956,2.6170996985079333,-0.4105917497045377,7844016
val,mixed|low_ant,357,delay_spread,overall,37.00551646631899,39.31841188427475,-2.3128954179557653,14.478175103990555,13.51569898356535,0.9624761204252046,75721420
val,mixed|low_ant,357,delay_spread,los,36.271408842552674,39.72768859119442,-3.456279748641748,19.652689452262774,19.060078839644497,0.5926106126182766,45122960
val,mixed|low_ant,357,delay_spread,nlos,38.062264176933844,38.706962756996646,-0.6446985800628013,6.84741849986704,5.339508735844506,1.5079097640225347,30598460
val,mixed|low_ant,357,angular_spread,overall,14.527762658613986,17.185010597161554,-2.6572479385475685,7.592652550047926,7.630122462375904,-0.03746991232797825,75721420
val,mixed|low_ant,357,angular_spread,los,16.620547340002148,20.32491139258401,-3.7043640525818624,10.93013213436685,11.539442869342459,-0.6093107349756082,45122960
val,mixed|low_ant,357,angular_spread,nlos,10.720368797927598,11.029074025756314,-0.3087052278287157,2.670935472945578,1.8651227998278384,0.8058126731177395,30598460
val,mixed|mid_ant,350,path_loss,overall,1.6498883127969273,1.9318890364914518,-0.28200072369452456,0.9593652250322737,1.233470943954971,-0.2741057189226972,59595785
val,mixed|mid_ant,350,path_loss,los,1.5439755307936271,1.8222483746860505,-0.27827284389242335,0.9068397714941135,1.1778233337170056,-0.2709835622228921,55212035
val,mixed|mid_ant,350,path_loss,nlos,2.6424524097019098,2.986009432507596,-0.34355702280568634,1.6209078319365733,1.934336145273627,-0.3134283133370537,4383750
val,mixed|mid_ant,350,delay_spread,overall,21.6088930794944,23.053798599796426,-1.4449055203020258,7.298673299451468,6.570564710539704,0.7281085889117644,75062721
