scope,city_type_6,metric,kind,family,kl,tvd,best,mean,std,skew,excess_kurt
by_class,open_sparse_lowrise,delay_spread,pred_delay_spread,gmm4,0.236900,0.253700,0,4.913,0.71,-1.185,7.778
by_class,open_sparse_lowrise,delay_spread,pred_delay_spread,gmm3,0.236900,0.253700,0,4.913,0.71,-1.185,7.778
by_class,open_sparse_lowrise,delay_spread,pred_delay_spread,gmm2,0.236900,0.253700,0,4.913,0.71,-1.185,7.778
by_class,open_sparse_lowrise,delay_spread,pred_delay_spread,lognormal,0.274500,0.081700,0,4.913,0.71,-1.185,7.778
by_class,open_sparse_lowrise,delay_spread,pred_delay_spread,spike_plus_exp,1.197300,0.705100,0,4.913,0.71,-1.185,7.778
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gmm5,0.142800,0.196000,1,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gmm4,0.158900,0.204500,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gmm3,0.158900,0.204400,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gmm2,0.187800,0.242500,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,lognormal,0.234800,0.249900,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,weibull,0.339600,0.337900,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,spike_plus_exp,0.504600,0.330300,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gamma,0.547500,0.474600,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,laplace,1.798400,0.797400,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,skew_normal,2.247200,0.845600,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,delay_spread,target_delay_spread,gaussian,2.278000,0.847200,0,5.398,16.156,8.037,81.038
by_class,open_sparse_lowrise,path_loss,pred_los,gmm5,0.004800,0.024700,1,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,gmm4,0.005100,0.025200,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,gmm3,0.005700,0.029500,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,gmm2,0.008300,0.033200,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,weibull,0.018400,0.064000,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,skew_normal,0.063700,0.125000,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,gaussian,0.075800,0.135600,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,laplace,0.103200,0.182600,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,gamma,0.138600,0.170900,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,lognormal,0.183100,0.187300,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_los,spike_plus_exp,1.503600,0.726600,0,96.394,3.691,-0.905,1.033
by_class,open_sparse_lowrise,path_loss,pred_nlos,gmm5,0.013200,0.036300,1,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,gmm4,0.015400,0.041800,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,gmm3,0.022500,0.055200,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,gamma,0.028600,0.065200,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,weibull,0.033900,0.090800,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,gmm2,0.045500,0.093300,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,spike_plus_exp,0.094000,0.153100,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,lognormal,0.146600,0.102600,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,skew_normal,0.200300,0.234800,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,gaussian,0.217400,0.245300,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,pred_nlos,laplace,0.242900,0.275100,0,31.882,23.03,1.166,0.817
by_class,open_sparse_lowrise,path_loss,target_los,gmm4,0.002200,0.012200,1,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,gmm5,0.002400,0.014000,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,gmm3,0.002400,0.014400,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,gmm2,0.005200,0.034000,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,skew_normal,0.009600,0.052700,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,gaussian,0.009600,0.052700,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,gamma,0.024700,0.055800,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,laplace,0.034000,0.105900,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,weibull,0.041600,0.093300,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,lognormal,0.044600,0.065700,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_los,spike_plus_exp,1.261500,0.674500,0,96.937,5.255,0.023,0.439
by_class,open_sparse_lowrise,path_loss,target_nlos,gmm5,0.032800,0.040300,1,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,gmm4,0.033500,0.041200,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,gmm3,0.034600,0.045000,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,gmm2,0.040200,0.064900,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,laplace,0.050100,0.103100,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,skew_normal,0.092000,0.129300,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,gaussian,0.092000,0.129200,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,gamma,0.113400,0.143300,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,lognormal,0.131800,0.151200,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,weibull,0.144800,0.122500,0,107.541,3.821,0.083,4.226
by_class,open_sparse_lowrise,path_loss,target_nlos,spike_plus_exp,1.614300,0.743300,0,107.541,3.821,0.083,4.226
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gmm4,0.026300,0.097100,1,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gmm5,0.026800,0.096400,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gmm3,0.062400,0.129800,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gmm2,0.117600,0.176400,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,lognormal,0.164200,0.219600,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gamma,0.257800,0.286700,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,weibull,0.333400,0.328600,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,spike_plus_exp,0.370900,0.331600,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,laplace,0.412900,0.359800,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,skew_normal,0.458600,0.376700,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,pred_angular_spread,gaussian,0.490500,0.384400,0,6.399,6.235,2.221,5.971
by_class,open_sparse_vertical,angular_spread,target_angular_spread,spike_plus_exp,0.629400,0.475400,1,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gmm5,0.783300,0.530000,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gmm4,0.783300,0.530000,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gmm3,0.783300,0.530000,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gmm2,0.783300,0.530000,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,weibull,0.919200,0.613400,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,lognormal,0.987000,0.635400,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gamma,1.060400,0.647900,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,laplace,2.716800,0.859600,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,skew_normal,2.834000,0.862900,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,angular_spread,target_angular_spread,gaussian,2.872700,0.866000,0,5.467,13.058,3.16,13.08
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gmm5,0.067400,0.123300,1,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gmm4,0.067400,0.123300,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gmm3,0.127600,0.152200,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gmm2,0.227200,0.247800,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,lognormal,0.569800,0.420100,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gamma,0.688500,0.462300,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,weibull,0.738300,0.475700,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,spike_plus_exp,0.785500,0.490400,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,skew_normal,0.935200,0.521500,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,laplace,0.943900,0.523400,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,pred_delay_spread,gaussian,0.962100,0.526800,0,19.008,13.41,1.779,2.075
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gmm5,0.134900,0.179900,1,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gmm3,0.134900,0.179900,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gmm4,0.136600,0.182400,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gmm2,0.161500,0.211600,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,weibull,0.422000,0.396400,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,lognormal,0.525600,0.459700,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gamma,0.556100,0.469700,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,spike_plus_exp,0.680000,0.374600,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,laplace,2.298300,0.817300,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,skew_normal,2.483800,0.830800,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,delay_spread,target_delay_spread,gaussian,2.526000,0.834000,0,15.454,36.563,3.503,14.389
by_class,open_sparse_vertical,path_loss,pred_los,gmm5,0.001600,0.015000,1,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,gmm4,0.001600,0.015300,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,gmm3,0.002100,0.018700,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,gmm2,0.005600,0.029300,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,weibull,0.027100,0.086000,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,skew_normal,0.071100,0.141000,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,gaussian,0.083900,0.151500,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,laplace,0.112400,0.197100,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,gamma,0.159400,0.189800,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,lognormal,0.214600,0.207500,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_los,spike_plus_exp,1.381000,0.694600,0,96.094,3.614,-0.934,0.956
by_class,open_sparse_vertical,path_loss,pred_nlos,gmm5,0.005600,0.026300,1,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,gmm4,0.006700,0.027200,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,gmm3,0.011900,0.047200,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,gmm2,0.021300,0.058700,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,gamma,0.030400,0.067900,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,weibull,0.040500,0.105000,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,lognormal,0.099700,0.094400,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,skew_normal,0.126600,0.192900,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,gaussian,0.138100,0.202600,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,laplace,0.188700,0.247700,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,pred_nlos,spike_plus_exp,0.228700,0.258500,0,40.536,23.348,0.879,0.131
by_class,open_sparse_vertical,path_loss,target_los,gmm5,0.002000,0.010100,1,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,gmm4,0.002200,0.010700,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,gmm3,0.002500,0.015000,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,gmm2,0.007200,0.042800,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,skew_normal,0.012100,0.064100,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,gaussian,0.012300,0.064500,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,gamma,0.026500,0.064400,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,laplace,0.037300,0.111800,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,weibull,0.039300,0.100000,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,lognormal,0.050000,0.073000,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_los,spike_plus_exp,1.106800,0.632700,0,96.641,5.426,0.102,0.371
by_class,open_sparse_vertical,path_loss,target_nlos,gmm5,0.079600,0.087100,1,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,gmm4,0.082700,0.088800,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,gmm3,0.083000,0.096500,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,gmm2,0.083500,0.095900,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,laplace,0.088400,0.110000,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,skew_normal,0.109900,0.147400,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,gaussian,0.110900,0.147500,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,gamma,0.116100,0.155400,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,lognormal,0.127700,0.160800,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,weibull,0.176100,0.161700,0,108.641,4.349,0.251,2.021
by_class,open_sparse_vertical,path_loss,target_nlos,spike_plus_exp,1.505500,0.722700,0,108.641,4.349,0.251,2.021
